candidate_id,candidate_name,municipality_code,road_address,latitude,longitude,candidate_source,land_feasibility_status,coordinate_source,matched_address,kakao_place_id,geocoding_status,routing_status,cell_population_estimate,administrative_code,nearest_facility_km,grid_row,grid_col
GRID-1KM-52110-000-001,전북특별자치도 전주시 완산구 용복동 격자 0-1,52110,전북특별자치도 전주시 완산구 용복동,35.7910556235,127.0683313392,population-weighted 1 km grid standby post; Kakao coord2regioncode membership,requires_review_standby_post_unverified,grid_cell_center,전북특별자치도 전주시 완산구 삼천3동,,verified_municipality_match,probe_routable,2211.3,5211170300,4.051,0,1
GRID-1KM-52110-000-002,전북특별자치도 전주시 완산구 삼천동3가 격자 0-2,52110,전북특별자치도 전주시 완산구 삼천동3가,35.7910556235,127.0794109944,population-weighted 1 km grid standby post; Kakao coord2regioncode membership,requires_review_standby_post_unverified,grid_cell_center,전북특별자치도 전주시 완산구 삼천3동,,verified_municipality_match,probe_routable,2211.3,5211170300,3.360,0,2
GRID-1KM-52110-000-003,전북특별자치도 전주시 완산구 삼천동3가 격자 0-3,52110,전북특별자치도 전주시 완산구 삼천동3가,35.7910556235,127.0904906497,population-weighted 1 km grid standby post; Kakao coord2regioncode membership,requires_review_standby_post_unverified,grid_cell_center,전북특별자치도 전주시 완산구 삼천3동,,verified_municipality_match,probe_routable,2211.3,5211170300,2.486,0,3
GRID-1KM-52110-000-004,전북특별자치도 전주시 완산구 삼천동2가 격자 0-4,52110,전북특별자치도 전주시 완산구 삼천동2가,35.7910556235,127.1015703049,population-weighted 1 km grid standby post; Kakao coord2regioncode membership,requires_review_standby_post_unverified,grid_cell_center,전북특별자치도 전주시 완산구 삼천3동,,verified_municipality_match,probe_routable,2211.3,5211170300,1.589,0,4
GRID-1KM-52110-000-006,전북특별자치도 전주시 완산구 평화동2가 격자 0-6,52110,전북특별자치도 전주시 완산구 평화동2가,35.7910556235,127.1237296154,population-weighted 1 km grid standby post; Kakao coord2regioncode membership,requires_review_standby_post_unverified,grid_cell_center,전북특별자치도 전주시 완산구 평화2동,,verified_municipality_match,probe_routable,20833.5,5211169200,1.058,0,6
GRID-1KM-52110-000-008,전북특별자치도 전주시 완산구 평화동1가 격자 0-8,52110,전북특별자치도 전주시 완산구 평화동1가,35.7910556235,127.1458889259,population-weighted 1 km grid standby post; Kakao coord2regioncode membership,requires_review_standby_post_unverified,grid_cell_center,전북특별자치도 전주시 완산구 평화1동,,verified_municipality_match,probe_routable,11384.0,5211169100,1.213,0,8
GRID-1KM-52110-000-009,전북특별자치도 전주시 완산구 서서학동 격자 0-9,52110,전북특별자치도 전주시 완산구 서서학동,35.7910556235,127.1569685812,population-weighted 1 km grid standby post; Kakao coord2regioncode membership,requires_review_standby_post_unverified,grid_cell_center,전북특별자치도 전주시 완산구 서서학동,,verified_municipality_match,probe_routable,3773.0,5211166000,2.155,0,9
GRID-1KM-52110-000-010,전북특별자치도 전주시 완산구 대성동 격자 0-10,52110,전북특별자치도 전주시 완산구 대성동,35.7910556235,127.1680482364,population-weighted 1 km grid standby post; Kakao coord2regioncode membership,requires_review_standby_post_unverified,grid_cell_center,전북특별자치도 전주시 완산구 동서학동,,verified_municipality_match,probe_routable,788.3,5211165000,2.678,0,10
GRID-1KM-52110-000-011,전북특별자치도 전주시 완산구 대성동 격자 0-11,52110,전북특별자치도 전주시 완산구 대성동,35.7910556235,127.1791278917,population-weighted 1 km grid standby post; Kakao coord2regioncode membership,requires_review_standby_post_unverified,grid_cell_center,전북특별자치도 전주시 완산구 동서학동,,verified_municipality_match,probe_routable,788.3,5211165000,3.333,0,11
GRID-1KM-52110-001-001,전북특별자치도 전주시 완산구 삼천동3가 격자 1-1,52110,전북특별자치도 전주시 완산구 삼천동3가,35.8000387353,127.0683313392,population-weighted 1 km grid standby post; Kakao coord2regioncode membership,requires_review_standby_post_unverified,grid_cell_center,전북특별자치도 전주시 완산구 삼천3동,,verified_municipality_match,probe_routable,2211.3,5211170300,3.480,1,1
